         NOMBRE DE TORNEO,FECHA,       BUY IN,TOTAL PAGADO,ITM,    POSICIÓN,TOTAL PLAYERS,      PREMIO,TIPO,JUGADORES POR MESA,Mesa Final,CIEGAS INICIALES,TIEMPO POR NIVEL DE CIEGA (MINS),REGISTRO TARDIO (MINS),CIEGAS AL CIERRE DE BURBUJA
MM BOUNTY HERO,9/02/2025,"10,00 €","10,00 €",SI,87,2081,"36,46 €",PKO,8,-79,100,6,81,24
MYSTERY FEVER 6000 GTD,10/02/2025,"5,00 €","5,00 €",NO,876,1235,"0,00 €",MYSTERY,8,-868,41,8,63,0
SUPER STACK 2000 E GTD,10/02/2025,"5,00 €","5,00 €",NO,332,667,"0,00 €",NORMAL,6,-326,31,10,33,0
MONSTER STACK,10/02/2025,"10,00 €","10,00 €",SI,113,1065,"15,00 €",NORMAL,6,-107,100,8,94,56
MINI THUNDER 15K E GTD,10/02/2025,"10,00 €","20,00 €",NO,1156,2431,"0,00 €",PKO,8,-1148,100,8,117,0
MYSTERY KO,10/02/2025,"5,00 €","10,00 €",NO,765,2013,"0,00 €",MYSTERY,6,-759,78,7,67,0
MYSTERY FEVER 6000 GTD,10/02/2025,"5,00 €","5,00 €",NO,654,698,"0,00 €",MYSTERY,8,-646,125,8,120,0
MYSTERY FEVER 10000 E GTD,10/02/2025,"10,00 €","20,00 €",NO,352,1823,"0,00 €",MYSTERY,8,-344,125,8,120,0
LES LOULOUS,10/02/2025,"5,00 €","5,00 €",NO,652,2344,"0,00 €",NORMAL,6,-646,100,5,50,0
2500 MYSTERY MAX,11/02/2025,"10,00 €","10,00 €",NO,64,311,"0,00 €",MYSTERY,6,-58,100,8,96,0
SUPER STACK 2000 E GTD,11/02/2025,"5,00 €","5,00 €",NO,475,938,"0,00 €",NORMAL,6,-469,50,10,69,0
MYSTERY FEVER 6000 GTD,11/02/2025,"5,00 €","5,00 €",NO,872,1632,"0,00 €",MYSTERY,8,-864,83,8,98,0
CEP SAT,11/02/2025,"5,00 €","5,00 €",NO,14,17,"0,00 €",SAT,8,-6,50,4,20,0
MINITHUNDER 30000 E GTD,11/02/2025,"10,00 €","10,00 €",NO,1876,2876,"0,00 €",MYSTERY,8,-1868,200,8,145,0
BOUNTY BUILDER 5000 GTD,11/02/2025,"10,00 €","10,00 €",NO,652,1821,"0,00 €",PKO,8,-644,125,7,100,0
MYSTERY FEVER 10000 E GTD,11/02/2025,"10,00 €","10,00 €",NO,654,2345,"0,00 €",MYSTERY,8,-646,70,8,86,0
QUANTUM,11/02/2025,"5,00 €","5,00 €",SI,364,5142,"7,50 €",PKO,6,-358,71,5,50,19
1500 MINI DEEP,11/02/2025,"5,00 €","5,00 €",NO,68,498,"0,00 €",MYSTERY,6,-62,17,10,13,0
MYSTERY KO,11/02/2025,"5,00 €","5,00 €",NO,496,1431,"0,00 €",MYSTERY,6,-490,100,3,40,0
MYSTERY KO,12/02/2025,"5,00 €","5,00 €",SI,19,624,"28,28 €",MYSTERY,6,-13,57,7,54,71
ASTEROID,12/02/2025,"5,00 €","5,00 €",NO,652,2112,"0,00 €",PKO,6,-646,100,6,78,0
KO PROGRESIVO 2000 E GTD,12/02/2025,"10,00 €","10,00 €",NO,149,263,"2,25 €",PKO,6,-143,200,10,140,0
MYSTERY FEVER 6000 GTD,12/02/2025,"10,00 €","10,00 €",SI,45,789,"21,16 €",MYSTERY,8,-37,83,8,102,33
SAMURAI,12/02/2025,"5,00 €","5,00 €",SI,116,1549,"14,04 €",PKO,6,-110,100,5,60,32
MINI THUNDER 15K E GTD,12/02/2025,"10,00 €","10,00 €",NO,876,3457,"0,00 €",PKO,8,-868,50,8,80,0
MONSTER STACK,12/02/2025,"10,00 €","10,00 €",NO,932,2321,"0,00 €",NORMAL,6,-926,28,8,26,0
MYSTERY KO,12/02/2025,"5,00 €","5,00 €",NO,765,1432,"0,00 €",MYSTERY,6,-759,40,7,34,0
MYSTERY FEVER 15000 GTD,12/02/2025,"20,00 €","20,00 €",NO,885,2312,"0,00 €",MYSTERY,8,-877,50,8,67,0
SUPER KO TURBO,16/02/2025,"5,00 €","5,00 €",NO,40,82,"2,25 €",PKO,6,-34,83,5,51,0
MYSTERY KO,16/02/2025,"10,00 €","10,00 €",NO,250,465,"0,00 €",MYSTERY,6,-244,100,4,60,0
SUPER STACK 2500 E GTD,16/02/2025,"5,00 €","5,00 €",SI,42,686,"16,95 €",NORMAL,6,-36,17,10,5,55
ATOM,17/02/2025,"5,00 €","5,00 €",NO,1922,3211,"0,00 €",PKO,6,-1916,100,6,81,0
MYSTERY KO,17/02/2025,"5,00 €","5,00 €",NO,875,1543,"0,00 €",MYSTERY,8,-867,100,6,87,0
CARNAVAL BIG PARTY,17/02/2025,"10,00 €","10,00 €",NO,1874,4321,"2,25 €",PKO,8,-1866,208,8,139,0
SUPER STACK 2000 E GTD,17/02/2025,"5,00 €","10,00 €",NO,321,911,"0,00 €",NORMAL,6,-315,83,8,79,0
MYSTERY FEVER 6000 GTD,18/02/2025,"5,00 €","5,00 €",SI,56,1321,"15,30 €",MYSTERY,8,-48,31,8,47,56
KO PROGRESIVO 5000 GTD,18/02/2025,"10,00 €","10,00 €",SI,24,643,"40,22 €",PKO,6,-18,83,10,92,9
MYSTERY KO,18/02/2025,"10,00 €","10,00 €",NO,1333,2233,"0,00 €",MYSTERY,6,-1327,100,8,91,0
GUERRILLA,18/02/2025,"5,00 €","5,00 €",NO,1621,2432,"0,00 €",PKO,6,-1615,100,5,66,0
CS MINI CIRCUS,18/02/2025,"10,00 €","10,00 €",NO,2312,5432,"0,00 €",MYSTERY,8,-2304,200,8,155,0
MONSTER STACK,18/02/2025,"5,00 €","5,00 €",SI,80,854,"7,54 €",NORMAL,8,-72,33,8,31,28
CS THE CLOWN,18/02/2025,"10,00 €","10,00 €",NO,440,1773,"0,00 €",NORMAL,6,-434,165,8,128,0
CS ROYAL RUMBLE,18/02/2025,"10,00 €","10,00 €",NO,883,1332,"0,00 €",MYSTERY,7,-876,165,10,144,0
FUSION,19/02/2025,"5,00 €","5,00 €",NO,778,987,"0,00 €",PKO,6,-772,100,6,65,0
MYSTERY FEVER 2000 E GTD,19/02/2025,"5,00 €","5,00 €",NO,119,457,"0,00 €",MYSTERY,8,-111,50,8,77,0
MYSTERY KO,19/02/2025,"10,00 €","10,00 €",SI,43,369,"15,00 €",MYSTERY,6,-37,100,8,92,26
SUPER STACK 750 E GTD,19/02/2025,"5,00 €","5,00 €",SI,24,207,"10,91 €",NORMAL,6,-18,71,10,92,14
FAST FOOD,19/02/2025,"5,00 €","5,00 €",NO,719,1345,"0,00 €",PKO,8,-711,100,2,35,0
KO PROGRESIVO 5000 GTD,19/02/2025,"10,00 €","10,00 €",SI,55,592,"12,26 €",PKO,6,-49,165,10,130,16
MYSTERY FEVER 6000 GTD,19/02/2025,"5,00 €","5,00 €",SI,77,1233,"26,54 €",MYSTERY,8,-69,61,8,83,82
SAMURAI,19/02/2025,"5,00 €","5,00 €",NO,413,1442,"1,13 €",PKO,6,-407,100,5,75,0
SUPER STACK 3000 E GTD,19/02/2025,"5,00 €","5,00 €",SI,85,707,"7,56 €",NORMAL,6,-79,41,10,61,23
CS MINI CIRCUS,19/02/2025,"10,00 €","10,00 €",SI,372,3895,"37,60 €",PKO,8,-364,200,8,153,44
SUPER STACK,20/02/2025,"1,00 €","1,00 €",NO,228,738,"0,00 €",NORMAL,6,-222,32,8,21,0
KO PROGRESIVO 600 E GTD,20/02/2025,"3,00 €","3,00 €",NO,64,209,"0,00 €",PKO,6,-58,21,5,21,0
MYSTERY KO,21/02/2025,"5,00 €","5,00 €",NO,654,1377,"0,00 €",MYSTERY,6,-648,23,3,10,0
CS SAT,23/02/2025,"10,00 €","10,00 €",NO,21,43,"0,00 €",SAT,6,-15,16,5,9,0
SUNDAY MINI,23/02/2025,"5,00 €","5,00 €",NO,311,1185,"0,00 €",NORMAL,9,-302,25,8,37,0
CS KICK OFF DEEP,23/02/2025,"10,00 €","10,00 €",NO,2886,6533,"2,25 €",PKO,8,-2878,200,10,150,0
MYSTERY KO,23/02/2025,"10,00 €","10,00 €",NO,689,1814,"0,00 €",MYSTERY,6,-683,100,8,90,0
CS SAT,23/02/2025,"2,50 €","2,50 €",NO,5,45,"0,00 €",SAT,6,1,100,5,30,0
MYSTERY FEVER 10000 E GTD,23/02/2025,"5,00 €","10,00 €",NO,833,2333,"0,00 €",MYSTERY,8,-825,64,8,82,0
CS SAT,23/02/2025,"5,00 €","5,00 €",SI,5,114,"0,00 €",SAT,8,3,33,5,18,3
SUPER STACK 5000 E GTD,23/02/2025,"5,00 €","5,00 €",NO,432,1051,"0,00 €",NORMAL,6,-426,16,10,5,0
CS MAIN EVENT MID,23/02/2025,"50,00 €","0,00 €",NO,2219,3431,"0,00 €",MYSTERY,8,-2211,208,12,212,0
CS THE CLASSIC,23/02/2025,"20,00 €","20,00 €",NO,1153,5445,"0,00 €",MYSTERY,9,-1144,200,6,130,0
SUNDAY SURPRISE,23/02/2025,"10,00 €","10,00 €",NO,5113,12344,"0,00 €",MYSTERY,6,-5107,100,6,90,0
CS MINI CIRCUS,23/02/2025,"10,00 €","10,00 €",SI,778,5116,"12,96 €",MYSTERY,8,-770,200,8,145,20
SUPER STACK,24/02/2025,"5,00 €","5,00 €",SI,1,477,"359,95 €",NORMAL,6,5,33,10,43,45
MYSTERY KO,24/02/2025,"5,00 €","5,00 €",NO,179,671,"0,00 €",MYSTERY,6,-173,100,5,60,0
MYSTERY FEVER 6000 GTD,24/02/2025,"5,00 €","5,00 €",NO,702,1025,"0,00 €",MYSTERY,8,-694,41,8,58,0
CS STORM,24/02/2025,"20,00 €","20,00 €",SI,88,2285,"37,98 €",MYSTERY,8,-80,100,8,114,56
CS BIG PARTY,24/02/2025,"10,00 €","20,00 €",NO,876,2134,"0,00 €",NORMAL,6,-870,62,8,80,0
MYSTERY KO,24/02/2025,"10,00 €","10,00 €",NO,1132,3323,"0,00 €",MYSTERY,6,-1126,71,6,54,0
LES LOULOUS,24/02/2025,"5,00 €","5,00 €",NO,456,1485,"0,00 €",MYSTERY,6,-450,100,5,60,0
MYSTERY KO,25/02/2025,"5,00 €","5,00 €",NO,822,1239,"0,00 €",MYSTERY,6,-816,100,5,62,0
SUPER STACK 2000 E GTD,25/02/2025,"5,00 €","5,00 €",NO,172,444,"0,00 €",NORMAL,6,-166,31,10,44,0
MYSTERY FEVER 5000 GTD,25/02/2025,"10,00 €","10,00 €",NO,448,932,"0,00 €",MYSTERY,8,-440,100,8,104,0
ULTRA KO 1500 E GTD,25/02/2025,"10,00 €","10,00 €",NO,165,276,"4,00 €",PKO,6,-159,100,8,92,0
MILKY WAY,25/02/2025,"5,00 €","5,00 €",NO,876,3115,"3,50 €",PKO,6,-870,100,6,90,0
KO PROGRESIVO 5000 GTD,25/02/2025,"10,00 €","20,00 €",NO,187,455,"0,00 €",PKO,6,-181,200,10,150,0
MYSTERY FEVER 6000 GTD,25/02/2025,"5,00 €","5,00 €",NO,222,1179,"0,00 €",MYSTERY,8,-214,50,8,80,0
MYSTERY KO,25/02/2025,"10,00 €","10,00 €",NO,219,1177,"0,00 €",MYSTERY,6,-213,80,8,90,0
CS SAT,25/02/2025,"3,00 €","3,00 €",NO,11,43,"0,00 €",SAT,6,-5,100,5,29,0
MYSTERY FEVER 6000 GTD,25/02/2025,"5,00 €","5,00 €",SI,126,1524,"9,60 €",MYSTERY,8,-118,41,8,80,31
CS SAT,25/02/2025,"5,00 €","5,00 €",NO,14,21,"0,00 €",SAT,8,-6,33,5,16,0
CS MINI CIRCUS,25/02/2025,"10,00 €","10,00 €",NO,21,45,"0,00 €",PKO,8,-13,200,8,155,0
MONSTER STACK,25/02/2025,"10,00 €","10,00 €",NO,201,1321,"0,00 €",NORMAL,6,-195,31,8,36,0
CS THE CLOWN,25/02/2025,"10,00 €","10,00 €",NO,652,1238,"0,00 €",NORMAL,8,-644,31,8,62,0
LES LOULOUS,25/02/2025,"5,00 €","5,00 €",SI,117,1654,"8,29 €",MYSTERY,6,-111,100,5,51,17
CS BOUNTY FESTIVAL,25/02/2025,"10,00 €","10,00 €",NO,468,1242,"4,50 €",PKO,8,-460,100,6,90,0
MYSTERY FEVER 5000 GTD,26/02/2025,"5,00 €","5,00 €",NO,643,1333,"0,00 €",MYSTERY,8,-635,14,8,8,0
SUPER STACK,26/02/2025,"10,00 €","10,00 €",NO,68,155,"0,00 €",NORMAL,6,-62,31,5,38,0
KO PROGRESIVO 1000 E GTD,26/02/2025,"5,00 €","5,00 €",NO,124,240,"0,00 €",PKO,6,-118,200,5,55,0
SUPER STACK,26/02/2025,"5,00 €","5,00 €",NO,143,343,"0,00 €",NORMAL,6,-137,14,5,8,0
2500 E MICROROLLERS,26/02/2025,"5,50 €","5,50 €",NO,133,243,"0,00 €",MYSTERY,8,-125,31,10,66,0
3000 MYSTERY,26/02/2025,"11,00 €","11,00 €",SI,17,295,"102,60 €",MYSTERY,8,-9,49,10,82,40
CS CARNAVAL,26/02/2025,"10,00 €","10,00 €",NO,654,1054,"0,00 €",MYSTERY,8,-646,40,6,39,0
MYSTERY KO,26/02/2025,"5,00 €","5,00 €",SI,124,1057,"7,49 €",MYSTERY,6,-118,100,3,31,2
SUPER STACK 2000 E GTD,27/02/2025,"5,00 €","10,00 €",SI,38,499,"12,28 €",NORMAL,6,-32,40,10,55,13
KO PROGRESIVO 2000 E GTD,27/02/2025,"10,00 €","10,00 €",NO,89,301,"4,50 €",PKO,6,-83,125,10,110,0
MYSTERY KO,27/02/2025,"5,00 €","5,00 €",SI,46,635,"10,86 €",MYSTERY,6,-40,100,5,73,18
MYSTERY,27/02/2025,"8,80 €","8,80 €",NO,132,176,"0,00 €",MYSTERY,8,-124,62,10,94,0
BOUNTY BUILDER,27/02/2025,"5,00 €","5,00 €",SI,49,511,"13,97 €",PKO,6,-43,100,5,70,31
CS BOUNTY FESTIVAL,27/02/2025,"10,00 €","10,00 €",NO,577,1892,"2,25 €",PKO,6,-571,64,6,55,0
MYSTERY FEVER 2000 E GTD,28/02/2025,"5,00 €","5,00 €",SI,7,446,"51,90 €",MYSTERY,8,1,25,8,37,32
SUPER STACK 3000 E GTD,3/03/2025,"5,00 €","5,00 €",NO,653,987,"0,00 €",NORMAL,6,-647,21,10,21,0
CS MINI CIRCUS,3/03/2025,"20,00 €","20,00 €",SI,176,2900,"44,33 €",PKO,8,-168,166,8,144,11
MONSTER STACK,3/03/2025,"5,00 €","5,00 €",NO,443,765,"0,00 €",NORMAL,8,-435,40,8,51,0
MYSTERY FEVER ,3/03/2025,"5,00 €","5,00 €",NO,775,1432,"0,00 €",MYSTERY,8,-767,25,8,36,0
MYSTERY KO,3/03/2025,"5,00 €","5,00 €",NO,543,1825,"0,00 €",MYSTERY,6,-537,80,7,71,0
CS SAT,3/03/2025,"2,00 €","2,00 €",NO,12,52,"0,00 €",SAT,8,-4,100,5,30,0
MONSTER STACK,3/03/2025,"5,00 €","5,00 €",NO,543,1233,"0,00 €",NORMAL,6,-537,61,8,65,0
CS BIG STACK PARTY,3/03/2025,"10,00 €","10,00 €",NO,783,1655,"0,00 €",NORMAL,6,-777,82,8,97,0
1200 MICRO ROLLERS,3/03/2025,"3,30 €","3,30 €",NO,143,287,"0,00 €",MYSTERY,8,-135,12,10,26,0
1000 BIG SHOT,3/03/2025,"5,50 €","5,50 €",NO,78,187,"0,00 €",NORMAL,8,-70,50,8,104,0
CS BOUNTY FESTIVAL,3/03/2025,"10,00 €","10,00 €",NO,702,899,"2,25 €",PKO,6,-696,100,6,100,0
BIG SHOT 300,4/03/2025,"3,30 €","3,30 €",NO,113,234,"0,00 €",NORMAL,8,-105,14,10,21,0
MYSTERY ,4/03/2025,"8,80 €","8,80 €",NO,83,143,"0,00 €",MYSTERY,8,-75,125,10,110,0
SUPER STACK 2000 E GTD,4/03/2025,"5,00 €","10,00 €",NO,90,484,"0,00 €",NORMAL,6,-84,41,10,47,0
MYSTERY KO,4/03/2025,"5,00 €","5,00 €",NO,148,675,"0,00 €",MYSTERY,6,-142,100,5,61,0
KO PROGRESIVO 5000 GTD,4/03/2025,"10,00 €","10,00 €",NO,179,343,"2,25 €",PKO,6,-173,200,10,145,0
MONSTER STACK,4/03/2025,"10,00 €","10,00 €",NO,53,335,"0,00 €",NORMAL,6,-47,40,8,41,0
MYSTERY FEVER 5000 GTD,4/03/2025,"5,00 €","5,00 €",NO,876,1543,"0,00 €",MYSTERY,8,-868,62,8,78,0
SUPER STACK 3000 E GTD,4/03/2025,"5,00 €","5,00 €",NO,432,832,"0,00 €",NORMAL,6,-426,50,10,71,0
MYSTERY FEVER 6000 GTD,4/03/2025,"5,00 €","5,00 €",NO,432,1715,"0,00 €",MYSTERY,8,-424,71,8,100,0
MONSTER STACK,4/03/2025,"5,00 €","5,00 €",NO,231,554,"0,00 €",NORMAL,8,-223,71,8,69,0
MINI THUNDER 15K E GTD,4/03/2025,"10,00 €","20,00 €",NO,865,3158,"0,00 €",MYSTERY,8,-857,125,8,132,0
MONSTER STACK,4/03/2025,"10,00 €","10,00 €",NO,323,764,"0,00 €",NORMAL,6,-317,71,8,61,0
MONSTER STACK,4/03/2025,"5,00 €","5,00 €",SI,95,943,"7,54 €",NORMAL,6,-89,71,8,76,36
SUPER STACK,4/03/2025,"5,00 €","5,00 €",NO,322,987,"0,00 €",NORMAL,6,-316,50,8,51,0
KO PROGRESIVO 2000 E GTD,5/03/2025,"10,00 €","10,00 €",SI,48,325,"21,44 €",PKO,6,-42,66,4,32,1
MYSTERY ,5/03/2025,"16,50 €","16,50 €",SI,17,266,"20,80 €",MYSTERY,8,-9,66,10,120,17
SUPER STACK 3000 E GTD,5/03/2025,"5,00 €","10,00 €",NO,321,876,"0,00 €",NORMAL,6,-315,40,10,54,0
MYSTERY FEVER 5000 GTD,5/03/2025,"5,00 €","5,00 €",NO,269,1323,"0,00 €",MYSTERY,8,-261,66,8,32,0
MYSTERY FEVER 6000 GTD,5/03/2025,"5,00 €","5,00 €",NO,765,1432,"0,00 €",MYSTERY,8,-757,50,8,80,0
MONSTER STACK,5/03/2025,"5,00 €","5,00 €",NO,132,563,"0,00 €",NORMAL,6,-126,62,8,61,0
BOUNTY BUILDER,5/03/2025,"5,00 €","5,00 €",NO,343,543,"0,00 €",PKO,6,-337,100,8,94,0
MINI THUNDER 15K E GTD,5/03/2025,"10,00 €","10,00 €",NO,983,1645,"0,00 €",PKO,8,-975,62,8,91,0
SUPER STACK 2000 E GTD,5/03/2025,"5,00 €","5,00 €",NO,443,865,"0,00 €",NORMAL,6,-437,100,8,90,0
MONSTER STACK,5/03/2025,"5,00 €","5,00 €",NO,432,873,"0,00 €",NORMAL,6,-426,41,7,60,0
BIG MYSTERY,5/03/2025,"10,00 €","10,00 €",NO,923,1334,"0,00 €",MYSTERY,7,-916,100,9,120,0
BIG SHOT,5/03/2025,"5,50 €","5,50 €",NO,37,189,"0,00 €",NORMAL,8,-29,20,10,21,0
MYSTERY FEVER 7500 E GTD,5/03/2025,"10,00 €","10,00 €",NO,1322,1873,"0,00 €",MYSTERY,8,-1314,125,5,75,0
LES LOULOUS,5/03/2025,"5,00 €","10,00 €",NO,873,1844,"0,00 €",MYSTERY,6,-867,100,5,60,0
BOUNTY BUILDER,5/03/2025,"5,00 €","5,00 €",NO,323,432,"0,00 €",PKO,6,-317,100,5,70,0
MYSTERY KO,5/03/2025,"5,00 €","5,00 €",NO,306,1433,"0,00 €",MYSTERY,6,-300,100,3,31,0
MYSTERY KO,5/03/2025,"10,00 €","20,00 €",SI,20,1176,"212,53 €",MYSTERY,6,-14,100,3,41,14
NIGHT CLUB,6/03/2025,"10,00 €","10,00 €",NO,873,1932,"0,00 €",PKO,6,-867,100,2,31,0
BIG SHOT,6/03/2025,"33,00 €","33,00 €",NO,32,187,"0,00 €",NORMAL,8,-24,100,10,115,0
MYSTERY FEVER 2000 E GTD,6/03/2025,"5,00 €","5,00 €",NO,188,431,"0,00 €",MYSTERY,8,-180,50,8,51,0
COFFEE TIME,6/03/2025,"10,00 €","10,00 €",NO,435,653,"0,00 €",PKO,6,-429,66,6,84,0
KO PROGRESIVO ,6/03/2025,"3,00 €","3,00 €",NO,72,179,"0,00 €",PKO,9,-63,200,8,90,0
MYSTERY KO,6/03/2025,"10,00 €","20,00 €",NO,332,987,"0,00 €",MYSTERY,6,-326,80,8,80,0
SUPER STACK,6/03/2025,"5,00 €","5,00 €",SI,35,241,"7,96 €",NORMAL,6,-29,30,10,41,28
MYSTERY KO,6/03/2025,"5,00 €","5,00 €",NO,767,1344,"0,00 €",MYSTERY,6,-761,100,7,72,0
MYSTERY FEVER,6/03/2025,"5,00 €","5,00 €",NO,435,873,"0,00 €",MYSTERY,8,-427,100,8,99,0
SUPER STACK 2000 E GTD,6/03/2025,"5,00 €","10,00 €",NO,150,482,"0,00 €",NORMAL,6,-144,50,10,73,0
TRIDENTE,7/03/2025,"5,00 €","5,00 €",SI,49,804,"13,83 €",SPIN & GO - PKO,3,-46,14,2,8,28
MYSTERY,10/03/2025,"8,80 €","8,80 €",SI,2,209,"170,93 €",MYSTERY,8,6,33,10,70,17
MYSTERY KO,10/03/2025,"10,00 €","10,00 €",SI,1,305,"651,99 €",MYSTERY,6,5,66,4,35,12
SUPER STACK 2000 E GTD,10/03/2025,"5,00 €","5,00 €",NO,223,484,"0,00 €",NORMAL,6,-217,16,10,1,0
MYSTERY FEVER 5000 GTD,10/03/2025,"10,00 €","10,00 €",NO,653,1933,"0,00 €",MYSTERY,8,-645,50,8,74,0
MYSTERY FEVER 6000 GTD,10/03/2025,"5,00 €","5,00 €",SI,186,1333,"7,97 €",MYSTERY,8,-178,100,8,100,17
SUPER STACK 2000 E GTD,10/03/2025,"5,00 €","5,00 €",SI,53,451,"11,99 €",NORMAL,6,-47,41,8,45,33
BIG MYSTERY,10/03/2025,"5,00 €","5,00 €",NO,1345,1987,"0,00 €",MYSTERY,8,-1337,50,9,74,0
MONSTER STACK,10/03/2025,"10,00 €","10,00 €",NO,218,478,"0,00 €",NORMAL,6,-212,33,8,31,0
MINI THUNDER 15K E GTD,11/03/2025,"10,00 €","30,00 €",NO,1098,3211,"0,00 €",MYSTERY,8,-1090,31,8,57,0
SUPER STACK 2000 E GTD,11/03/2025,"5,00 €","10,00 €",NO,321,981,"0,00 €",NORMAL,6,-315,60,8,57,0
MYSTERY KO,11/03/2025,"10,00 €","10,00 €",NO,654,2191,"0,00 €",MYSTERY,6,-648,100,6,105,0
MONSTER STACK,11/03/2025,"10,00 €","10,00 €",NO,133,432,"0,00 €",NORMAL,6,-127,29,8,23,0
BIG MYSTERY,11/03/2025,"5,00 €","5,00 €",NO,769,2431,"0,00 €",MYSTERY,7,-762,34,9,42,0
MYSTERY KO,11/03/2025,"5,00 €","5,00 €",NO,273,987,"0,00 €",MYSTERY,6,-267,21,2,7,0
MYSTERY KO,12/03/2025,"10,00 €","10,00 €",NO,733,987,"0,00 €",MYSTERY,6,-727,100,7,75,0
KO PROGRESIVO 2000 E GTD,12/03/2025,"10,00 €","10,00 €",NO,833,1923,"0,00 €",PKO,9,-824,125,10,121,0
MYSTERY FEVER 3000 GTD,12/03/2025,"5,00 €","5,00 €",NO,633,874,"0,00 €",MYSTERY,8,-625,71,8,90,0
TRIDENTE,12/03/2025,"5,00 €","5,00 €",NO,281,424,"1,13 €",SPIN & GO - PKO,3,-278,25,3,25,0
MYSTERY FEVER 3000 GTD,12/03/2025,"10,00 €","10,00 €",NO,643,984,"0,00 €",MYSTERY,8,-635,100,8,108,0
SUPER STACK 2000 E GTD,12/03/2025,"5,00 €","5,00 €",SI,57,482,"7,86 €",NORMAL,6,-51,30,10,32,29
MYSTERY KO,12/03/2025,"10,00 €","10,00 €",NO,898,1322,"0,00 €",MYSTERY,6,-892,100,4,60,0
MYSTERY,12/03/2025,"8,80 €","8,80 €",NO,132,343,"0,00 €",MYSTERY,8,-124,33,10,70,0
MYSTERY KO,12/03/2025,"10,00 €","10,00 €",NO,463,873,"0,00 €",MYSTERY,6,-457,100,4,64,0
KO PROGRESIVO 5000 GTD,12/03/2025,"10,00 €","10,00 €",NO,296,765,"4,50 €",PKO,6,-290,200,10,140,0
MYSTERY FEVER 5000 GTD,12/03/2025,"5,00 €","5,00 €",NO,655,1344,"0,00 €",MYSTERY,8,-647,62,8,78,0
MYSTERY KO,12/03/2025,"10,00 €","10,00 €",SI,12,1068,"82,16 €",MYSTERY,6,-6,100,8,95,23
SUPER STACK 3000 E GTD,12/03/2025,"5,00 €","10,00 €",NO,343,987,"0,00 €",NORMAL,6,-337,41,10,80,0
mystery,12/03/2025,"16,50 €","16,50 €",NO,187,349,"0,00 €",MYSTERY,8,-179,50,10,90,0
MINI THUNDER 15K E GTD,12/03/2025,"10,00 €","10,00 €",NO,789,3569,"2,25 €",PKO,8,-781,83,8,113,0
MONSTER STACK,12/03/2025,"10,00 €","10,00 €",NO,265,855,"0,00 €",NORMAL,6,-259,48,8,48,0
BIG MYSTERY,12/03/2025,"5,00 €","5,00 €",NO,710,2578,"0,00 €",MYSTERY,7,-703,50,9,90,0
SUPER STACK,12/03/2025,"5,00 €","5,00 €",NO,176,415,"0,00 €",NORMAL,6,-170,25,8,29,0
LES LOLOUS ,12/03/2025,"5,00 €","5,00 €",NO,172,1269,"0,00 €",MYSTERY,6,-166,100,5,65,0
BLAZE,12/03/2025,"20,00 €","20,00 €",NO,103,565,"4,50 €",PKO,6,-97,100,5,73,0
MYSTERY FEVER 7500 E GTD,12/03/2025,"10,00 €","10,00 €",NO,765,1291,"0,00 €",MYSTERY,8,-757,35,5,30,0
MYSTERY KO,12/03/2025,"5,00 €","5,00 €",NO,339,941,"0,00 €",MYSTERY,6,-333,25,2,7,0
BOUNTY BUILDER 1000 E GTD,12/03/2025,"5,00 €","5,00 €",SI,1,441,"293,76 €",PKO,6,5,32,5,30,49
MYSTERY KO,12/03/2025,"10,00 €","10,00 €",NO,362,901,"0,00 €",MYSTERY,6,-356,66,3,28,0
MYSTERY FEVER 5000 GTD,16/03/2025,"10,00 €","10,00 €",NO,655,765,"0,00 €",MYSTERY,8,-647,31,8,45,0
SUNDAY MINI,16/03/2025,"5,00 €","10,00 €",NO,726,1652,"0,00 €",NORMAL,9,-717,100,8,100,0
MYSTERY FEVER 5000 GTD,16/03/2025,"5,00 €","5,00 €",NO,448,1765,"0,00 €",MYSTERY,8,-440,50,8,90,0
SAMURAI,16/03/2025,"5,00 €","5,00 €",NO,1234,2342,"0,00 €",PKO,6,-1228,100,5,75,0
MONSTER STACK,16/03/2025,"10,00 €","10,00 €",NO,332,767,"0,00 €",NORMAL,6,-326,40,8,35,0
SUNDAY STARTER,16/03/2025,"10,00 €","10,00 €",SI,89,643,"15,73 €",NORMAL,9,-80,33,8,48,3
TRIDENTE,16/03/2025,"10,00 €","10,00 €",NO,141,288,"0,00 €",PKO,3,-138,25,2,23,0
MYSTERY KO,17/03/2025,"5,00 €","5,00 €",NO,111,655,"0,00 €",MYSTERY,6,-105,28,7,25,0
MYSTERY FEVER 5000 GTD,17/03/2025,"5,00 €","5,00 €",NO,546,733,"0,00 €",MYSTERY,8,-538,16,8,18,0
SUPER STACK 2000 E GTD,17/03/2025,"5,00 €","10,00 €",NO,322,765,"0,00 €",NORMAL,6,-316,62,10,77,0
MYSTERY FEVER 3000 GTD,17/03/2025,"20,00 €","20,00 €",NO,41,215,"0,00 €",MYSTERY,8,-33,40,8,67,0
MYSTERY KO,17/03/2025,"5,00 €","5,00 €",NO,123,432,"0,00 €",MYSTERY,6,-117,100,5,75,0
MYSTERY KO,17/03/2025,"10,00 €","10,00 €",NO,75,319,"0,00 €",MYSTERY,6,-69,100,4,45,0
